Age,Age_Showing,Normative_variability,CI_low,CI_high
57.3,57.3,0.012418,0.012268,0.012572
57.4,57.4,0.012414,0.012264,0.012568
57.5,57.5,0.012411,0.012261,0.012564
57.6,57.6,0.012407,0.012257,0.01256
57.7,57.7,0.012403,0.012253,0.012556
57.8,57.8,0.012399,0.012249,0.012551
57.9,57.9,0.012395,0.012244,0.012547
58,58,0.01239,0.01224,0.012542
58.1,58.1,0.012386,0.012235,0.012537
58.2,58.2,0.012381,0.012229,0.012532
58.3,58.3,0.012377,0.012225,0.012527
58.4,58.4,0.012372,0.012219,0.012521
58.5,58.5,0.012367,0.012213,0.012515
58.6,58.6,0.012361,0.012207,0.01251
58.7,58.7,0.012356,0.012201,0.012503
58.8,58.8,0.01235,0.012195,0.012496
58.9,58.9,0.012345,0.012188,0.01249
59,59,0.012339,0.012181,0.012485
59.1,59.1,0.012333,0.012174,0.012478
59.2,59.2,0.012327,0.012168,0.012472
59.3,59.3,0.01232,0.012161,0.012465
59.4,59.4,0.012314,0.012153,0.012458
59.5,59.5,0.012307,0.012146,0.012451
59.6,59.6,0.012301,0.012138,0.012444
59.7,59.7,0.012294,0.012129,0.012438
59.8,59.8,0.012287,0.012119,0.012431
59.9,59.9,0.012279,0.012111,0.012424
60,60,0.012272,0.012103,0.012417
60.1,60.1,0.012264,0.012095,0.012408
60.2,60.2,0.012257,0.012087,0.012399
60.3,60.3,0.012249,0.012079,0.01239
60.4,60.4,0.012241,0.012072,0.012381
60.5,60.5,0.012232,0.012063,0.012372
60.6,60.6,0.012224,0.012055,0.012362
60.7,60.7,0.012216,0.012045,0.012353
60.8,60.8,0.012207,0.012036,0.012343
60.9,60.9,0.012198,0.012026,0.012333
61,61,0.012189,0.012015,0.012324
61.1,61.1,0.01218,0.012004,0.012315
61.2,61.2,0.012171,0.011993,0.012307
61.3,61.3,0.012161,0.011982,0.012298
61.4,61.4,0.012151,0.01197,0.012288
61.5,61.5,0.012142,0.01196,0.012276
61.6,61.6,0.012132,0.01195,0.012266
61.7,61.7,0.012122,0.01194,0.012257
61.8,61.8,0.012111,0.01193,0.012247
61.9,61.9,0.012101,0.011918,0.012237
62,62,0.01209,0.011905,0.012226
62.1,62.1,0.012079,0.011893,0.012212
62.2,62.2,0.012068,0.01188,0.012199
62.3,62.3,0.012057,0.011868,0.012187
62.4,62.4,0.012046,0.011855,0.012176
62.5,62.5,0.012035,0.011843,0.012164
62.6,62.6,0.012023,0.01183,0.012152
62.7,62.7,0.012011,0.011815,0.012141
62.8,62.8,0.011999,0.011802,0.012129
62.9,62.9,0.011987,0.011788,0.012117
63,63,0.011975,0.011775,0.012104
63.1,63.1,0.011963,0.011761,0.012092
63.2,63.2,0.01195,0.011746,0.01208
63.3,63.3,0.011937,0.011732,0.012068
63.4,63.4,0.011924,0.011716,0.012055
63.5,63.5,0.011911,0.011701,0.012042
63.6,63.6,0.011898,0.011688,0.012029
63.7,63.7,0.011885,0.011673,0.012017
63.8,63.8,0.011871,0.011657,0.012004
63.9,63.9,0.011857,0.011641,0.011991
64,64,0.011843,0.011626,0.011976
64.1,64.1,0.011829,0.01161,0.011964
64.2,64.2,0.011815,0.011595,0.011951
64.3,64.3,0.011801,0.011578,0.011937
64.4,64.4,0.011786,0.011563,0.011922
64.5,64.5,0.011772,0.011545,0.011908
64.6,64.6,0.011757,0.011529,0.011894
64.7,64.7,0.011742,0.01151,0.01188
64.8,64.8,0.011727,0.011493,0.011864
64.9,64.9,0.011711,0.011473,0.011849
65,65,0.011696,0.011456,0.011834
65.1,65.1,0.01168,0.011438,0.011819
65.2,65.2,0.011664,0.011419,0.011804
65.3,65.3,0.011648,0.0114,0.011789
65.4,65.4,0.011632,0.011381,0.011773
65.5,65.5,0.011616,0.011361,0.011756
65.6,65.6,0.011599,0.011341,0.011739
65.7,65.7,0.011583,0.011321,0.011721
65.8,65.8,0.011566,0.011302,0.011705
65.9,65.9,0.011549,0.011282,0.01169
66,66,0.011532,0.011262,0.011674
66.1,66.1,0.011514,0.011243,0.011658
66.2,66.2,0.011497,0.011224,0.011639
66.3,66.3,0.011479,0.011205,0.011623
66.4,66.4,0.011462,0.011185,0.011607
66.5,66.5,0.011444,0.011164,0.011589
66.6,66.6,0.011426,0.011144,0.011572
66.7,66.7,0.011407,0.011123,0.011555
66.8,66.8,0.011389,0.011101,0.011536
66.9,66.9,0.01137,0.011079,0.011518
67,67,0.011352,0.011057,0.011501
67.1,67.1,0.011333,0.011035,0.011484
67.2,67.2,0.011314,0.011013,0.011465
67.3,67.3,0.011295,0.01099,0.011447
67.4,67.4,0.011275,0.010968,0.011429
67.5,67.5,0.011256,0.010944,0.011411
67.6,67.6,0.011236,0.010921,0.011392
67.7,67.7,0.011216,0.010897,0.011373
67.8,67.8,0.011196,0.010875,0.011354
67.9,67.9,0.011176,0.010853,0.011334
68,68,0.011156,0.010828,0.011313
68.1,68.1,0.011136,0.010804,0.011292
68.2,68.2,0.011115,0.010779,0.01127
68.3,68.3,0.011094,0.010754,0.011249
68.4,68.4,0.011073,0.010728,0.011229
68.5,68.5,0.011052,0.010703,0.011209
68.6,68.6,0.011031,0.010678,0.011189
68.7,68.7,0.01101,0.010653,0.011169
68.8,68.8,0.010988,0.010629,0.011149
68.9,68.9,0.010967,0.010604,0.011129
69,69,0.010945,0.010578,0.011109
69.1,69.1,0.010923,0.010551,0.011088
69.2,69.2,0.010901,0.010526,0.011068
69.3,69.3,0.010879,0.010499,0.011047
69.4,69.4,0.010856,0.010472,0.011027
69.5,69.5,0.010834,0.010446,0.011007
69.6,69.6,0.010811,0.010421,0.010986
69.7,69.7,0.010788,0.010393,0.010964
69.8,69.8,0.010765,0.010366,0.010944
69.9,69.9,0.010742,0.010339,0.010922
70,70,0.010719,0.010313,0.010899
70.1,70.1,0.010696,0.010286,0.010878
70.2,70.2,0.010672,0.01026,0.010855
70.3,70.3,0.010648,0.010233,0.010832
70.4,70.4,0.010625,0.010207,0.010809
70.5,70.5,0.010601,0.01018,0.010787
70.6,70.6,0.010577,0.010153,0.010764
70.7,70.7,0.010552,0.010126,0.01074
70.8,70.8,0.010528,0.010099,0.010717
70.9,70.9,0.010504,0.010072,0.010694
71,71,0.010479,0.010043,0.01067
71.1,71.1,0.010454,0.010015,0.010647
71.2,71.2,0.010429,0.0099864,0.010622
71.3,71.3,0.010404,0.0099569,0.010596
71.4,71.4,0.010379,0.0099273,0.010572
71.5,71.5,0.010354,0.0098991,0.010549
71.6,71.6,0.010328,0.0098711,0.010525
71.7,71.7,0.010303,0.0098418,0.010501
71.8,71.8,0.010277,0.0098124,0.010476
71.9,71.9,0.010251,0.0097829,0.010452
72,72,0.010225,0.0097533,0.010431
72.1,72.1,0.010199,0.0097235,0.010407
72.2,72.2,0.010173,0.0096924,0.010382
72.3,72.3,0.010147,0.0096608,0.010358
72.4,72.4,0.01012,0.0096293,0.010333
72.5,72.5,0.010094,0.0095983,0.010307
72.6,72.6,0.010067,0.0095673,0.010281
72.7,72.7,0.01004,0.0095361,0.010255
72.8,72.8,0.010013,0.0095052,0.010229
72.9,72.9,0.009986,0.0094742,0.010203
73,73,0.0099588,0.0094427,0.010177
73.1,73.1,0.0099315,0.0094117,0.010154
73.2,73.2,0.0099041,0.0093816,0.010128
73.3,73.3,0.0098766,0.0093513,0.010102
73.4,73.4,0.0098489,0.0093209,0.010076
73.5,73.5,0.0098211,0.0092888,0.01005
73.6,73.6,0.0097932,0.0092585,0.010025
73.7,73.7,0.0097652,0.0092273,0.0099987
73.8,73.8,0.0097371,0.009195,0.0099727
73.9,73.9,0.0097089,0.0091629,0.0099465
74,74,0.0096805,0.0091319,0.00992
74.1,74.1,0.0096521,0.0091008,0.0098934
74.2,74.2,0.0096235,0.0090683,0.0098667
74.3,74.3,0.0095948,0.0090348,0.0098399
74.4,74.4,0.0095661,0.0090012,0.0098129
74.5,74.5,0.0095372,0.0089675,0.0097859
74.6,74.6,0.0095082,0.0089337,0.0097588
74.7,74.7,0.0094791,0.0088999,0.0097315
74.8,74.8,0.0094499,0.0088666,0.0097025
74.9,74.9,0.0094206,0.0088342,0.0096734
75,75,0.0093912,0.0088017,0.0096469
75.1,75.1,0.0093617,0.008769,0.0096194
75.2,75.2,0.0093321,0.0087364,0.0095903
75.3,75.3,0.0093025,0.0087031,0.0095611
75.4,75.4,0.0092727,0.0086691,0.0095317
75.5,75.5,0.0092428,0.008635,0.0095023
75.6,75.6,0.0092128,0.0086008,0.0094728
75.7,75.7,0.0091828,0.0085666,0.0094446
75.8,75.8,0.0091526,0.008533,0.0094164
75.9,75.9,0.0091224,0.0084994,0.0093882
76,76,0.009092,0.0084656,0.0093587
76.1,76.1,0.0090616,0.0084318,0.0093284
76.2,76.2,0.0090311,0.0083978,0.0093005
76.3,76.3,0.0090005,0.0083636,0.0092732
76.4,76.4,0.0089698,0.0083298,0.0092454
76.5,76.5,0.008939,0.0082959,0.0092166
76.6,76.6,0.0089082,0.0082618,0.0091874
76.7,76.7,0.0088773,0.0082276,0.0091582
76.8,76.8,0.0088462,0.0081933,0.0091296
76.9,76.9,0.0088152,0.008159,0.0091005
77,77,0.008784,0.0081239,0.0090705
77.1,77.1,0.0087527,0.0080897,0.0090405
77.2,77.2,0.0087214,0.0080555,0.0090104
77.3,77.3,0.00869,0.008021,0.0089803
77.4,77.4,0.0086586,0.0079861,0.00895
77.5,77.5,0.008627,0.0079504,0.0089197
77.6,77.6,0.0085954,0.0079146,0.0088893
77.7,77.7,0.0085637,0.0078788,0.0088588
77.8,77.8,0.008532,0.0078435,0.0088283
77.9,77.9,0.0085002,0.0078086,0.0087976
78,78,0.0084683,0.0077737,0.0087669
78.1,78.1,0.0084364,0.0077388,0.0087361
78.2,78.2,0.0084044,0.0077034,0.0087054
78.3,78.3,0.0083723,0.0076674,0.0086757
78.4,78.4,0.0083402,0.0076314,0.008646
78.5,78.5,0.008308,0.0075953,0.0086148
78.6,78.6,0.0082757,0.0075592,0.0085831
78.7,78.7,0.0082434,0.0075231,0.0085514
78.8,78.8,0.008211,0.007488,0.0085196
78.9,78.9,0.0081786,0.0074531,0.0084878
79,79,0.0081462,0.0074181,0.0084568
79.1,79.1,0.0081136,0.0073832,0.0084268
79.2,79.2,0.0080811,0.0073482,0.0083968
79.3,79.3,0.0080485,0.0073132,0.0083667
79.4,79.4,0.0080158,0.0072782,0.0083366
79.5,79.5,0.0079831,0.0072432,0.0083064
79.6,79.6,0.0079503,0.0072081,0.0082761
79.7,79.7,0.0079175,0.0071731,0.0082458
79.8,79.8,0.0078846,0.007138,0.0082154
79.9,79.9,0.0078518,0.0071029,0.008185
80,80,0.0078188,0.0070678,0.0081546
