Age,Age_Showing,Growth_Rate,CI_low,CI_high
58.2,58.2,-0.2111,-0.23417,-0.1935
58.3,58.3,-0.21123,-0.23435,-0.19353
58.4,58.4,-0.21136,-0.23423,-0.19358
58.5,58.5,-0.21147,-0.2345,-0.19383
58.6,58.6,-0.21157,-0.23477,-0.19381
58.7,58.7,-0.21167,-0.23501,-0.19388
58.8,58.8,-0.21175,-0.23511,-0.19412
58.9,58.9,-0.21183,-0.23521,-0.19431
59,59,-0.21189,-0.23532,-0.19401
59.1,59.1,-0.21195,-0.23542,-0.19371
59.2,59.2,-0.212,-0.23566,-0.19379
59.3,59.3,-0.21203,-0.23587,-0.19343
59.4,59.4,-0.21206,-0.23595,-0.19341
59.5,59.5,-0.21208,-0.23603,-0.19299
59.6,59.6,-0.21209,-0.23606,-0.19286
59.7,59.7,-0.21209,-0.23603,-0.1927
59.8,59.8,-0.21208,-0.23598,-0.19231
59.9,59.9,-0.21207,-0.23592,-0.19218
60,60,-0.21204,-0.23586,-0.19212
60.1,60.1,-0.212,-0.23577,-0.19167
60.2,60.2,-0.21196,-0.23568,-0.19172
60.3,60.3,-0.2119,-0.23563,-0.19129
60.4,60.4,-0.21184,-0.23572,-0.19103
60.5,60.5,-0.21177,-0.23578,-0.19082
60.6,60.6,-0.21168,-0.23591,-0.19065
60.7,60.7,-0.21159,-0.23599,-0.1905
60.8,60.8,-0.21149,-0.23598,-0.1904
60.9,60.9,-0.21138,-0.23603,-0.18999
61,61,-0.21126,-0.23608,-0.1896
61.1,61.1,-0.21113,-0.23618,-0.18937
61.2,61.2,-0.211,-0.23603,-0.18896
61.3,61.3,-0.21085,-0.23619,-0.18864
61.4,61.4,-0.21069,-0.23615,-0.1882
61.5,61.5,-0.21053,-0.23616,-0.18762
61.6,61.6,-0.21036,-0.23628,-0.18719
61.7,61.7,-0.21017,-0.23642,-0.18671
61.8,61.8,-0.20998,-0.23639,-0.18621
61.9,61.9,-0.20978,-0.23642,-0.18582
62,62,-0.20957,-0.23641,-0.18531
62.1,62.1,-0.20935,-0.23622,-0.18477
62.2,62.2,-0.20912,-0.23639,-0.18389
62.3,62.3,-0.20889,-0.23653,-0.18322
62.4,62.4,-0.20864,-0.23654,-0.18259
62.5,62.5,-0.20838,-0.23654,-0.18196
62.6,62.6,-0.20812,-0.23665,-0.18131
62.7,62.7,-0.20785,-0.2367,-0.18083
62.8,62.8,-0.20756,-0.23686,-0.17999
62.9,62.9,-0.20727,-0.23725,-0.1793
63,63,-0.20697,-0.23721,-0.17861
63.1,63.1,-0.20666,-0.23706,-0.17791
63.2,63.2,-0.20635,-0.2369,-0.17715
63.3,63.3,-0.20602,-0.23711,-0.17621
63.4,63.4,-0.20568,-0.2372,-0.17532
63.5,63.5,-0.20534,-0.2374,-0.1749
63.6,63.6,-0.20499,-0.23731,-0.17394
63.7,63.7,-0.20462,-0.23721,-0.17327
63.8,63.8,-0.20425,-0.23706,-0.17265
63.9,63.9,-0.20387,-0.23671,-0.1719
64,64,-0.20348,-0.23636,-0.17103
64.1,64.1,-0.20309,-0.23606,-0.16992
64.2,64.2,-0.20268,-0.23616,-0.16879
64.3,64.3,-0.20226,-0.23625,-0.16765
64.4,64.4,-0.20184,-0.23624,-0.1665
64.5,64.5,-0.20141,-0.23587,-0.16555
64.6,64.6,-0.20096,-0.23545,-0.16462
64.7,64.7,-0.20051,-0.23528,-0.16324
64.8,64.8,-0.20006,-0.23513,-0.16184
64.9,64.9,-0.19959,-0.23498,-0.16067
65,65,-0.19911,-0.23481,-0.15967
65.1,65.1,-0.19863,-0.23465,-0.15866
65.2,65.2,-0.19813,-0.23447,-0.15758
65.3,65.3,-0.19763,-0.23429,-0.1566
65.4,65.4,-0.19712,-0.2341,-0.15549
65.5,65.5,-0.1966,-0.23391,-0.15415
65.6,65.6,-0.19607,-0.2337,-0.15286
65.7,65.7,-0.19553,-0.23376,-0.15173
65.8,65.8,-0.19498,-0.23374,-0.15043
65.9,65.9,-0.19443,-0.23362,-0.14915
66,66,-0.19387,-0.2335,-0.14785
66.1,66.1,-0.1933,-0.23362,-0.14653
66.2,66.2,-0.19271,-0.23374,-0.1452
66.3,66.3,-0.19213,-0.23359,-0.14408
66.4,66.4,-0.19153,-0.23331,-0.14288
66.5,66.5,-0.19092,-0.23332,-0.14171
66.6,66.6,-0.19031,-0.23292,-0.14033
66.7,66.7,-0.18968,-0.23244,-0.1393
66.8,66.8,-0.18905,-0.23212,-0.13826
66.9,66.9,-0.18841,-0.23181,-0.13721
67,67,-0.18776,-0.23184,-0.13615
67.1,67.1,-0.18711,-0.23141,-0.13485
67.2,67.2,-0.18644,-0.23123,-0.13326
67.3,67.3,-0.18577,-0.23137,-0.13173
67.4,67.4,-0.18509,-0.23142,-0.13051
67.5,67.5,-0.18439,-0.23111,-0.12929
67.6,67.6,-0.1837,-0.23103,-0.12781
67.7,67.7,-0.18299,-0.23095,-0.12612
67.8,67.8,-0.18227,-0.23073,-0.12442
67.9,67.9,-0.18155,-0.23077,-0.1227
68,68,-0.18081,-0.23054,-0.12134
68.1,68.1,-0.18007,-0.2302,-0.12026
68.2,68.2,-0.17932,-0.22995,-0.11918
68.3,68.3,-0.17857,-0.22994,-0.11795
68.4,68.4,-0.1778,-0.22992,-0.1163
68.5,68.5,-0.17703,-0.22989,-0.11463
68.6,68.6,-0.17624,-0.22987,-0.11326
68.7,68.7,-0.17545,-0.22999,-0.11176
68.8,68.8,-0.17465,-0.22997,-0.11036
68.9,68.9,-0.17385,-0.22985,-0.1088
69,69,-0.17303,-0.22973,-0.10737
69.1,69.1,-0.17221,-0.22967,-0.10565
69.2,69.2,-0.17137,-0.22962,-0.10405
69.3,69.3,-0.17053,-0.22959,-0.10241
69.4,69.4,-0.16969,-0.22962,-0.1007
69.5,69.5,-0.16883,-0.22944,-0.098979
69.6,69.6,-0.16796,-0.22937,-0.097247
69.7,69.7,-0.16709,-0.2293,-0.095503
69.8,69.8,-0.16621,-0.22923,-0.093746
69.9,69.9,-0.16532,-0.22915,-0.091977
70,70,-0.16442,-0.22899,-0.090195
70.1,70.1,-0.16352,-0.22861,-0.088426
70.2,70.2,-0.1626,-0.22822,-0.086823
70.3,70.3,-0.16168,-0.22783,-0.085209
70.4,70.4,-0.16075,-0.22752,-0.083418
70.5,70.5,-0.15982,-0.22733,-0.081514
70.6,70.6,-0.15887,-0.22714,-0.079598
70.7,70.7,-0.15792,-0.22694,-0.077669
70.8,70.8,-0.15695,-0.22673,-0.075727
70.9,70.9,-0.15598,-0.22653,-0.073773
71,71,-0.15501,-0.22631,-0.071806
71.1,71.1,-0.15402,-0.22571,-0.069826
71.2,71.2,-0.15303,-0.22562,-0.067834
71.3,71.3,-0.15203,-0.22558,-0.065829
71.4,71.4,-0.15102,-0.22542,-0.063812
71.5,71.5,-0.15,-0.22519,-0.061782
71.6,71.6,-0.14897,-0.22495,-0.059703
71.7,71.7,-0.14794,-0.22471,-0.057603
71.8,71.8,-0.1469,-0.22446,-0.055569
71.9,71.9,-0.14585,-0.22421,-0.053537
72,72,-0.14479,-0.22395,-0.051445
72.1,72.1,-0.14373,-0.2237,-0.04934
72.2,72.2,-0.14265,-0.22339,-0.047409
72.3,72.3,-0.14157,-0.22299,-0.045588
72.4,72.4,-0.14048,-0.22258,-0.043755
72.5,72.5,-0.13939,-0.22197,-0.041681
72.6,72.6,-0.13828,-0.22149,-0.039583
72.7,72.7,-0.13717,-0.22134,-0.037473
72.8,72.8,-0.13605,-0.22091,-0.035351
72.9,72.9,-0.13492,-0.22048,-0.033217
73,73,-0.13379,-0.22004,-0.031071
73.1,73.1,-0.13264,-0.2196,-0.028913
73.2,73.2,-0.13149,-0.21918,-0.026998
73.3,73.3,-0.13033,-0.21892,-0.024808
73.4,73.4,-0.12917,-0.21858,-0.022601
73.5,73.5,-0.12799,-0.21819,-0.020382
73.6,73.6,-0.12681,-0.21771,-0.018151
73.7,73.7,-0.12562,-0.2172,-0.015909
73.8,73.8,-0.12442,-0.21669,-0.013654
73.9,73.9,-0.12322,-0.21632,-0.011388
74,74,-0.12201,-0.21603,-0.0091104
74.1,74.1,-0.12079,-0.21573,-0.0068207
74.2,74.2,-0.11956,-0.21544,-0.0045193
74.3,74.3,-0.11832,-0.21514,-0.002206
74.4,74.4,-0.11708,-0.2148,0.00011893
74.5,74.5,-0.11583,-0.21423,0.0024556
74.6,74.6,-0.11457,-0.21367,0.0047005
74.7,74.7,-0.1133,-0.21345,0.0068338
74.8,74.8,-0.11203,-0.21315,0.0090504
74.9,74.9,-0.11075,-0.21265,0.01177
75,75,-0.10946,-0.21215,0.014132
75.1,75.1,-0.10816,-0.21164,0.016111
75.2,75.2,-0.10686,-0.21113,0.01832
75.3,75.3,-0.10554,-0.21061,0.020504
75.4,75.4,-0.10423,-0.21009,0.022575
75.5,75.5,-0.1029,-0.20956,0.024991
75.6,75.6,-0.10156,-0.20903,0.027418
75.7,75.7,-0.10022,-0.2085,0.029856
75.8,75.8,-0.098872,-0.20796,0.032305
75.9,75.9,-0.097515,-0.20742,0.034766
76,76,-0.09615,-0.20687,0.037238
76.1,76.1,-0.094778,-0.20632,0.039827
76.2,76.2,-0.093399,-0.20596,0.042447
76.3,76.3,-0.092012,-0.2057,0.04508
76.4,76.4,-0.090617,-0.20543,0.047726
76.5,76.5,-0.089215,-0.20517,0.050384
76.6,76.6,-0.087806,-0.2049,0.053054
76.7,76.7,-0.086389,-0.20463,0.055737
76.8,76.8,-0.084964,-0.20436,0.058346
76.9,76.9,-0.083533,-0.20409,0.060757
77,77,-0.082093,-0.20381,0.063179
77.1,77.1,-0.080647,-0.20353,0.065611
77.2,77.2,-0.079192,-0.20325,0.068053
77.3,77.3,-0.077731,-0.20297,0.070506
77.4,77.4,-0.076262,-0.20268,0.073025
77.5,77.5,-0.074786,-0.20239,0.075665
77.6,77.6,-0.073302,-0.20199,0.078317
77.7,77.7,-0.071811,-0.20134,0.080979
77.8,77.8,-0.070312,-0.20068,0.083653
77.9,77.9,-0.068806,-0.20002,0.086437
78,78,-0.067293,-0.19935,0.089255
78.1,78.1,-0.065772,-0.19868,0.092203
78.2,78.2,-0.064244,-0.19801,0.09517
78.3,78.3,-0.062708,-0.19732,0.097844
78.4,78.4,-0.061166,-0.19664,0.10065
78.5,78.5,-0.059615,-0.19595,0.10353
78.6,78.6,-0.058058,-0.19525,0.10642
78.7,78.7,-0.056493,-0.19455,0.10935
78.8,78.8,-0.054921,-0.19384,0.11224
78.9,78.9,-0.053341,-0.19313,0.11517
79,79,-0.051754,-0.19242,0.11797
79.1,79.1,-0.05016,-0.19203,0.12068
79.2,79.2,-0.048558,-0.1916,0.1234
79.3,79.3,-0.04695,-0.19066,0.12613
79.4,79.4,-0.045333,-0.18972,0.12887
79.5,79.5,-0.04371,-0.18877,0.13162
79.6,79.6,-0.042079,-0.18802,0.13438
79.7,79.7,-0.040441,-0.1873,0.13715
79.8,79.8,-0.038795,-0.18672,0.13994
79.9,79.9,-0.037143,-0.18614,0.14273
80,80,-0.035482,-0.18555,0.14554
