Age,Age_Showing,5th_centile,25th_centile,50th_centile,75th_centile,95th_centile,CI_low_5th,CI_high_5th,CI_low_25th,CI_high_25th,CI_low_50th,CI_high_50th,CI_low_75th,CI_high_75th,CI_low_95th,CI_high_95th
56.3,56.3,0.5908,0.63932,0.66606,0.6893,0.71986,0.58886,0.59251,0.63792,0.64052,0.66485,0.66715,0.68805,0.69041,0.71844,0.72125
56.4,56.4,0.59066,0.63922,0.66598,0.68924,0.71984,0.58871,0.59236,0.63782,0.64041,0.66478,0.66708,0.68799,0.69036,0.71842,0.72122
56.5,56.5,0.59051,0.63912,0.66591,0.68919,0.71981,0.58856,0.59222,0.63772,0.64031,0.6647,0.667,0.68793,0.69031,0.71839,0.7212
56.6,56.6,0.59036,0.63901,0.66583,0.68914,0.71979,0.58841,0.59206,0.63762,0.6402,0.66462,0.66693,0.68787,0.69026,0.71837,0.72117
56.7,56.7,0.59021,0.63891,0.66576,0.68908,0.71976,0.58827,0.59191,0.63752,0.6401,0.66454,0.66685,0.68782,0.6902,0.71834,0.72115
56.8,56.8,0.59007,0.63881,0.66568,0.68903,0.71974,0.58813,0.59176,0.63741,0.64,0.66447,0.66678,0.68777,0.69015,0.71832,0.72112
56.9,56.9,0.58992,0.63871,0.6656,0.68897,0.71971,0.58798,0.59162,0.63731,0.6399,0.66439,0.66671,0.68771,0.6901,0.71829,0.7211
57,57,0.58977,0.63861,0.66553,0.68892,0.71968,0.58783,0.59147,0.63722,0.6398,0.66432,0.66663,0.68765,0.69004,0.71826,0.72108
57.1,57.1,0.58963,0.63851,0.66545,0.68886,0.71965,0.58768,0.59132,0.63712,0.6397,0.66424,0.66656,0.68759,0.68999,0.71823,0.72105
57.2,57.2,0.58948,0.6384,0.66537,0.68881,0.71963,0.58754,0.59117,0.63701,0.6396,0.66415,0.66648,0.68753,0.68993,0.71821,0.72102
57.3,57.3,0.58934,0.6383,0.66529,0.68875,0.7196,0.58739,0.59103,0.6369,0.6395,0.66407,0.6664,0.68747,0.68987,0.71818,0.72099
57.4,57.4,0.58919,0.6382,0.66522,0.68869,0.71957,0.58724,0.59089,0.6368,0.63939,0.66399,0.66633,0.68741,0.68982,0.71815,0.72096
57.5,57.5,0.58904,0.6381,0.66514,0.68863,0.71954,0.58709,0.59074,0.6367,0.63929,0.66391,0.66625,0.68734,0.68976,0.71812,0.72093
57.6,57.6,0.5889,0.638,0.66506,0.68858,0.71951,0.58695,0.59061,0.6366,0.63919,0.66382,0.66618,0.68728,0.6897,0.71809,0.7209
57.7,57.7,0.58875,0.63789,0.66498,0.68852,0.71948,0.58681,0.59047,0.6365,0.63909,0.66374,0.6661,0.68722,0.68965,0.71807,0.72087
57.8,57.8,0.58861,0.63779,0.6649,0.68846,0.71944,0.58667,0.59032,0.63641,0.63899,0.66366,0.66603,0.68716,0.68959,0.71803,0.72084
57.9,57.9,0.58846,0.63769,0.66482,0.6884,0.71941,0.58653,0.59017,0.63631,0.63889,0.66358,0.66595,0.6871,0.68953,0.718,0.72081
58,58,0.58832,0.63759,0.66474,0.68834,0.71938,0.58638,0.59003,0.63621,0.63878,0.6635,0.66586,0.68703,0.68946,0.71796,0.72078
58.1,58.1,0.58817,0.63748,0.66466,0.68828,0.71934,0.58624,0.58989,0.6361,0.63868,0.66342,0.66578,0.68697,0.6894,0.71792,0.72075
58.2,58.2,0.58803,0.63738,0.66458,0.68822,0.71931,0.58609,0.58976,0.636,0.63858,0.66333,0.6657,0.68691,0.68935,0.71789,0.72071
58.3,58.3,0.58789,0.63728,0.6645,0.68816,0.71927,0.58595,0.58962,0.63589,0.63848,0.66325,0.66562,0.68685,0.68929,0.71784,0.72068
58.4,58.4,0.58774,0.63717,0.66442,0.6881,0.71924,0.5858,0.58948,0.63579,0.63837,0.66317,0.66554,0.68678,0.68924,0.7178,0.72063
58.5,58.5,0.5876,0.63707,0.66434,0.68804,0.7192,0.58565,0.58934,0.63569,0.63826,0.66309,0.66546,0.68672,0.68917,0.71776,0.72059
58.6,58.6,0.58746,0.63697,0.66426,0.68797,0.71916,0.58551,0.5892,0.63558,0.63816,0.66301,0.66537,0.68665,0.68911,0.71772,0.72056
58.7,58.7,0.58731,0.63686,0.66418,0.68791,0.71913,0.58536,0.58906,0.63547,0.63806,0.66293,0.66529,0.68659,0.68905,0.71768,0.72052
58.8,58.8,0.58717,0.63676,0.6641,0.68785,0.71909,0.58522,0.58893,0.63537,0.63795,0.66284,0.6652,0.68652,0.689,0.71765,0.72048
58.9,58.9,0.58703,0.63666,0.66401,0.68778,0.71905,0.58507,0.58879,0.63526,0.63785,0.66276,0.66512,0.68646,0.68893,0.71761,0.72044
59,59,0.58689,0.63655,0.66393,0.68772,0.71901,0.58493,0.58865,0.63516,0.63774,0.66268,0.66504,0.68639,0.68887,0.71757,0.72041
59.1,59.1,0.58675,0.63645,0.66385,0.68766,0.71897,0.58478,0.58852,0.63506,0.63763,0.66259,0.66495,0.68633,0.6888,0.71753,0.72037
59.2,59.2,0.58661,0.63635,0.66376,0.68759,0.71893,0.58464,0.58838,0.63495,0.63753,0.66251,0.66487,0.68626,0.68874,0.71748,0.72033
59.3,59.3,0.58646,0.63624,0.66368,0.68752,0.71888,0.58451,0.58825,0.63485,0.63742,0.66242,0.66478,0.68619,0.68868,0.71744,0.72029
59.4,59.4,0.58632,0.63614,0.6636,0.68746,0.71884,0.58437,0.58811,0.63474,0.63732,0.66234,0.6647,0.68612,0.68861,0.7174,0.72025
59.5,59.5,0.58618,0.63603,0.66351,0.68739,0.7188,0.58424,0.58797,0.63463,0.63722,0.66225,0.66462,0.68606,0.68854,0.71735,0.7202
59.6,59.6,0.58604,0.63593,0.66343,0.68732,0.71875,0.58409,0.58783,0.63453,0.63711,0.66216,0.66454,0.68599,0.68848,0.7173,0.72016
59.7,59.7,0.5859,0.63583,0.66334,0.68726,0.71871,0.58394,0.5877,0.63442,0.63701,0.66207,0.66445,0.68592,0.68841,0.71726,0.72012
59.8,59.8,0.58576,0.63572,0.66326,0.68719,0.71866,0.5838,0.58756,0.63432,0.6369,0.66198,0.66437,0.68585,0.68834,0.71722,0.72008
59.9,59.9,0.58562,0.63562,0.66317,0.68712,0.71862,0.58366,0.58742,0.63422,0.63679,0.66189,0.66429,0.68578,0.68827,0.71717,0.72004
60,60,0.58549,0.63551,0.66309,0.68705,0.71857,0.58353,0.58728,0.63411,0.63669,0.6618,0.66421,0.68571,0.68821,0.71711,0.72
60.1,60.1,0.58535,0.63541,0.663,0.68698,0.71852,0.58339,0.58714,0.63401,0.63659,0.6617,0.66412,0.68563,0.68814,0.71706,0.71996
60.2,60.2,0.58521,0.6353,0.66292,0.68691,0.71847,0.58325,0.587,0.63391,0.63648,0.66162,0.66403,0.68557,0.68807,0.71701,0.71991
60.3,60.3,0.58507,0.6352,0.66283,0.68684,0.71842,0.58312,0.58686,0.63381,0.63638,0.66152,0.66395,0.68549,0.68799,0.71696,0.71986
60.4,60.4,0.58493,0.63509,0.66274,0.68677,0.71837,0.58299,0.58673,0.63371,0.63627,0.66143,0.66386,0.68541,0.68792,0.71691,0.71981
60.5,60.5,0.5848,0.63499,0.66266,0.6867,0.71832,0.58285,0.58659,0.63361,0.63617,0.66134,0.66378,0.68534,0.68786,0.71686,0.71976
60.6,60.6,0.58466,0.63488,0.66257,0.68662,0.71827,0.58271,0.58645,0.63351,0.63606,0.66125,0.66369,0.68526,0.68779,0.71681,0.7197
60.7,60.7,0.58452,0.63478,0.66248,0.68655,0.71821,0.58257,0.58632,0.6334,0.63596,0.66116,0.66362,0.68519,0.68772,0.71675,0.71965
60.8,60.8,0.58439,0.63467,0.66239,0.68648,0.71816,0.58244,0.58618,0.6333,0.63585,0.66107,0.66354,0.68512,0.68765,0.7167,0.7196
60.9,60.9,0.58425,0.63457,0.6623,0.6864,0.7181,0.5823,0.58604,0.63319,0.63575,0.66098,0.66345,0.68506,0.68758,0.71665,0.71953
61,61,0.58411,0.63446,0.66221,0.68633,0.71805,0.58217,0.58591,0.63308,0.63564,0.6609,0.66336,0.68498,0.68751,0.71659,0.71947
61.1,61.1,0.58398,0.63436,0.66212,0.68625,0.71799,0.58203,0.58577,0.63297,0.63554,0.66081,0.66327,0.6849,0.68743,0.71652,0.71941
61.2,61.2,0.58385,0.63425,0.66203,0.68618,0.71793,0.5819,0.58564,0.63287,0.63543,0.66072,0.66319,0.68482,0.68736,0.71647,0.71936
61.3,61.3,0.58371,0.63414,0.66194,0.6861,0.71787,0.58177,0.58551,0.63276,0.63533,0.66063,0.6631,0.68475,0.68729,0.71641,0.71929
61.4,61.4,0.58358,0.63404,0.66185,0.68602,0.71781,0.58164,0.58537,0.63266,0.63523,0.66054,0.66301,0.68468,0.68721,0.71636,0.71923
61.5,61.5,0.58344,0.63393,0.66176,0.68595,0.71775,0.5815,0.58524,0.63256,0.63513,0.66045,0.66292,0.6846,0.68713,0.7163,0.71918
61.6,61.6,0.58331,0.63383,0.66167,0.68587,0.71769,0.58137,0.58511,0.63245,0.63503,0.66037,0.66283,0.68453,0.68706,0.71623,0.71911
61.7,61.7,0.58318,0.63372,0.66158,0.68579,0.71763,0.58124,0.58498,0.63235,0.63492,0.66028,0.66274,0.68445,0.68698,0.71616,0.71906
61.8,61.8,0.58304,0.63361,0.66149,0.68571,0.71757,0.58111,0.58485,0.63224,0.63482,0.66019,0.66264,0.68437,0.6869,0.71609,0.719
61.9,61.9,0.58291,0.63351,0.6614,0.68563,0.7175,0.58098,0.58471,0.63214,0.63472,0.6601,0.66255,0.6843,0.68682,0.71602,0.71894
62,62,0.58278,0.6334,0.6613,0.68555,0.71744,0.58085,0.58458,0.63204,0.63462,0.66001,0.66245,0.68422,0.68674,0.71595,0.71887
62.1,62.1,0.58265,0.63329,0.66121,0.68547,0.71737,0.58073,0.58445,0.63193,0.63452,0.65991,0.66236,0.68415,0.68666,0.71589,0.7188
62.2,62.2,0.58252,0.63319,0.66112,0.68539,0.71731,0.5806,0.58432,0.63182,0.63442,0.65982,0.66227,0.68407,0.68658,0.71583,0.71874
62.3,62.3,0.58239,0.63308,0.66102,0.6853,0.71724,0.58047,0.58418,0.63172,0.63431,0.65973,0.66217,0.68399,0.6865,0.71577,0.71868
62.4,62.4,0.58226,0.63297,0.66093,0.68522,0.71717,0.58035,0.58404,0.63161,0.63421,0.65963,0.66208,0.6839,0.68641,0.7157,0.71862
62.5,62.5,0.58213,0.63287,0.66083,0.68514,0.7171,0.58022,0.5839,0.6315,0.63411,0.65953,0.66199,0.6838,0.68633,0.71563,0.71855
62.6,62.6,0.582,0.63276,0.66074,0.68505,0.71703,0.5801,0.58377,0.63139,0.63401,0.65943,0.6619,0.68372,0.68624,0.71556,0.71848
62.7,62.7,0.58187,0.63265,0.66064,0.68497,0.71696,0.57997,0.58364,0.63128,0.6339,0.65934,0.6618,0.68363,0.68616,0.71549,0.71841
62.8,62.8,0.58174,0.63254,0.66055,0.68488,0.71689,0.57984,0.58351,0.63117,0.6338,0.65925,0.66171,0.68355,0.68608,0.71541,0.71833
62.9,62.9,0.58161,0.63244,0.66045,0.68479,0.71681,0.57971,0.58338,0.63106,0.6337,0.65916,0.66161,0.68346,0.68599,0.71534,0.71826
63,63,0.58149,0.63233,0.66035,0.68471,0.71674,0.57959,0.58326,0.63095,0.63359,0.65906,0.66151,0.68338,0.6859,0.71526,0.71818
63.1,63.1,0.58136,0.63222,0.66026,0.68462,0.71666,0.57945,0.58313,0.63084,0.63349,0.65896,0.66141,0.68329,0.68581,0.71519,0.7181
63.2,63.2,0.58123,0.63211,0.66016,0.68453,0.71658,0.57932,0.583,0.63073,0.63338,0.65886,0.66131,0.6832,0.68572,0.71511,0.71803
63.3,63.3,0.58111,0.63201,0.66006,0.68444,0.71651,0.5792,0.58287,0.63062,0.63327,0.65876,0.66122,0.6831,0.68563,0.71504,0.71796
63.4,63.4,0.58098,0.6319,0.65996,0.68435,0.71643,0.57907,0.58274,0.63051,0.63317,0.65866,0.66112,0.68301,0.68554,0.71496,0.71787
63.5,63.5,0.58086,0.63179,0.65986,0.68426,0.71635,0.57895,0.58261,0.6304,0.63305,0.65856,0.66102,0.68292,0.68545,0.71488,0.71779
63.6,63.6,0.58073,0.63168,0.65977,0.68417,0.71627,0.57882,0.58248,0.63029,0.63294,0.65846,0.66092,0.68283,0.68536,0.7148,0.71771
63.7,63.7,0.58061,0.63157,0.65967,0.68408,0.71619,0.5787,0.58236,0.63018,0.63283,0.65836,0.66082,0.68274,0.68527,0.71472,0.71763
63.8,63.8,0.58048,0.63146,0.65957,0.68399,0.7161,0.57858,0.58224,0.63008,0.63272,0.65827,0.66072,0.68264,0.68517,0.71463,0.71755
63.9,63.9,0.58036,0.63136,0.65947,0.68389,0.71602,0.57845,0.5821,0.62997,0.63261,0.65817,0.66062,0.68255,0.68508,0.71455,0.71746
64,64,0.58024,0.63125,0.65937,0.6838,0.71593,0.57833,0.58198,0.62986,0.6325,0.65807,0.66052,0.68246,0.68499,0.71446,0.71737
64.1,64.1,0.58012,0.63114,0.65926,0.6837,0.71585,0.57821,0.58186,0.62975,0.63239,0.65797,0.66042,0.68237,0.68489,0.71437,0.71729
64.2,64.2,0.57999,0.63103,0.65916,0.68361,0.71576,0.57811,0.58173,0.62964,0.63228,0.65787,0.66032,0.68228,0.68479,0.71429,0.71721
64.3,64.3,0.57987,0.63092,0.65906,0.68351,0.71567,0.578,0.58161,0.62954,0.63217,0.65777,0.66022,0.68219,0.6847,0.71421,0.71712
64.4,64.4,0.57975,0.63081,0.65896,0.68341,0.71558,0.57788,0.5815,0.62943,0.63206,0.65767,0.66011,0.6821,0.6846,0.71412,0.71703
64.5,64.5,0.57963,0.6307,0.65885,0.68332,0.71549,0.57777,0.58138,0.62932,0.63195,0.65757,0.66001,0.68201,0.6845,0.71403,0.71694
64.6,64.6,0.57951,0.63059,0.65875,0.68322,0.7154,0.57766,0.58126,0.62921,0.63184,0.65747,0.65991,0.68191,0.68441,0.71394,0.71684
64.7,64.7,0.57939,0.63048,0.65865,0.68312,0.71531,0.57754,0.58113,0.6291,0.63173,0.65736,0.6598,0.68181,0.68432,0.71385,0.71675
64.8,64.8,0.57927,0.63037,0.65854,0.68302,0.71521,0.57743,0.581,0.62898,0.63161,0.65726,0.6597,0.68172,0.68422,0.71375,0.71665
64.9,64.9,0.57916,0.63027,0.65844,0.68292,0.71512,0.57731,0.58088,0.62888,0.63151,0.65716,0.65959,0.68162,0.68412,0.71366,0.71656
65,65,0.57904,0.63016,0.65833,0.68282,0.71502,0.5772,0.58077,0.62877,0.6314,0.65705,0.65949,0.68152,0.68402,0.71356,0.71645
65.1,65.1,0.57892,0.63005,0.65823,0.68272,0.71492,0.57708,0.58065,0.62866,0.63128,0.65694,0.65938,0.68142,0.68391,0.71346,0.71636
65.2,65.2,0.5788,0.62994,0.65812,0.68261,0.71483,0.57697,0.58053,0.62855,0.63117,0.65683,0.65928,0.68131,0.68381,0.71337,0.71626
65.3,65.3,0.57869,0.62983,0.65801,0.68251,0.71473,0.57686,0.58041,0.62844,0.63106,0.65671,0.65917,0.6812,0.6837,0.71327,0.71616
65.4,65.4,0.57857,0.62972,0.65791,0.6824,0.71463,0.57675,0.58028,0.62833,0.63095,0.65661,0.65907,0.6811,0.6836,0.71317,0.71606
65.5,65.5,0.57846,0.62961,0.6578,0.6823,0.71452,0.57664,0.58016,0.62822,0.63084,0.6565,0.65896,0.68099,0.68349,0.71306,0.71595
65.6,65.6,0.57834,0.6295,0.65769,0.68219,0.71442,0.57654,0.58004,0.62811,0.63073,0.65639,0.65886,0.68088,0.68339,0.71295,0.71584
65.7,65.7,0.57823,0.62938,0.65758,0.68209,0.71432,0.57643,0.57992,0.628,0.63062,0.65629,0.65875,0.68077,0.68328,0.71284,0.71573
65.8,65.8,0.57811,0.62927,0.65747,0.68198,0.71421,0.57632,0.5798,0.62789,0.63051,0.65617,0.65864,0.68066,0.68317,0.71274,0.71562
65.9,65.9,0.578,0.62916,0.65737,0.68187,0.7141,0.57622,0.57969,0.62778,0.63039,0.65606,0.65853,0.68055,0.68306,0.71263,0.71551
66,66,0.57789,0.62905,0.65726,0.68176,0.71399,0.57611,0.57958,0.62767,0.63028,0.65595,0.65842,0.68045,0.68295,0.71252,0.71539
66.1,66.1,0.57778,0.62894,0.65714,0.68165,0.71389,0.57601,0.57945,0.62756,0.63016,0.65583,0.6583,0.68034,0.68284,0.71241,0.71528
66.2,66.2,0.57767,0.62883,0.65703,0.68154,0.71378,0.5759,0.57933,0.62745,0.63005,0.65572,0.65819,0.68023,0.68273,0.71231,0.71517
66.3,66.3,0.57756,0.62872,0.65692,0.68143,0.71366,0.5758,0.57921,0.62734,0.62993,0.65561,0.65808,0.68011,0.68262,0.71221,0.71506
66.4,66.4,0.57745,0.62861,0.65681,0.68132,0.71355,0.57569,0.57911,0.62723,0.62983,0.6555,0.65797,0.68001,0.68251,0.7121,0.71495
66.5,66.5,0.57734,0.6285,0.6567,0.6812,0.71344,0.57559,0.579,0.62712,0.62972,0.65539,0.65785,0.6799,0.68241,0.71199,0.71484
66.6,66.6,0.57723,0.62839,0.65659,0.68109,0.71332,0.57549,0.57889,0.62701,0.62961,0.65527,0.65773,0.67979,0.68229,0.71188,0.71472
66.7,66.7,0.57712,0.62827,0.65647,0.68098,0.7132,0.57539,0.57878,0.6269,0.6295,0.65516,0.65762,0.67967,0.68217,0.71176,0.7146
66.8,66.8,0.57701,0.62816,0.65636,0.68086,0.71309,0.57529,0.57866,0.62679,0.62938,0.65504,0.6575,0.67955,0.68205,0.71163,0.71448
66.9,66.9,0.5769,0.62805,0.65624,0.68074,0.71297,0.5752,0.57856,0.62668,0.62927,0.65492,0.65739,0.67943,0.68193,0.71151,0.71437
67,67,0.5768,0.62794,0.65613,0.68063,0.71285,0.5751,0.57846,0.62656,0.62916,0.65481,0.65727,0.67931,0.68181,0.7114,0.71425
67.1,67.1,0.57669,0.62783,0.65601,0.68051,0.71272,0.57499,0.57835,0.62645,0.62905,0.6547,0.65716,0.6792,0.6817,0.71128,0.71412
67.2,67.2,0.57658,0.62771,0.6559,0.68039,0.7126,0.57488,0.57823,0.62634,0.62894,0.65459,0.65704,0.67909,0.68157,0.71117,0.71399
67.3,67.3,0.57648,0.6276,0.65578,0.68027,0.71248,0.57479,0.57814,0.62623,0.62882,0.65447,0.65693,0.67897,0.68145,0.71104,0.71387
67.4,67.4,0.57637,0.62749,0.65567,0.68015,0.71235,0.57469,0.57803,0.62612,0.62871,0.65436,0.65682,0.67885,0.68133,0.71092,0.71374
67.5,67.5,0.57627,0.62738,0.65555,0.68003,0.71222,0.57459,0.57791,0.62601,0.62859,0.65424,0.6567,0.67873,0.6812,0.7108,0.71361
67.6,67.6,0.57617,0.62726,0.65543,0.6799,0.7121,0.5745,0.57781,0.62589,0.62848,0.65413,0.65659,0.67862,0.68108,0.71068,0.71347
67.7,67.7,0.57606,0.62715,0.65531,0.67978,0.71197,0.57442,0.57772,0.62579,0.62836,0.65401,0.65647,0.6785,0.68095,0.71054,0.71335
67.8,67.8,0.57596,0.62704,0.65519,0.67966,0.71183,0.57433,0.57763,0.62568,0.62825,0.6539,0.65636,0.67837,0.68083,0.71041,0.71321
67.9,67.9,0.57586,0.62693,0.65507,0.67953,0.7117,0.57424,0.57752,0.62557,0.62814,0.65378,0.65624,0.67824,0.6807,0.71028,0.71308
68,68,0.57576,0.62681,0.65495,0.67941,0.71157,0.57415,0.57743,0.62546,0.62804,0.65367,0.65612,0.67811,0.68057,0.71015,0.71295
68.1,68.1,0.57566,0.6267,0.65483,0.67928,0.71143,0.57406,0.57732,0.62536,0.62792,0.65355,0.65601,0.67798,0.68044,0.71002,0.71281
68.2,68.2,0.57556,0.62659,0.65471,0.67915,0.7113,0.57397,0.57721,0.62525,0.6278,0.65343,0.65589,0.67785,0.68031,0.70988,0.71267
68.3,68.3,0.57546,0.62647,0.65459,0.67902,0.71116,0.57387,0.57711,0.62514,0.62768,0.65332,0.65577,0.67773,0.68018,0.70974,0.71252
68.4,68.4,0.57536,0.62636,0.65447,0.67889,0.71102,0.57378,0.57702,0.62504,0.62756,0.6532,0.65564,0.67759,0.68005,0.7096,0.71238
68.5,68.5,0.57527,0.62624,0.65435,0.67876,0.71088,0.57369,0.57692,0.62493,0.62744,0.65308,0.65552,0.67747,0.67992,0.70946,0.71224
68.6,68.6,0.57517,0.62613,0.65422,0.67863,0.71074,0.5736,0.57682,0.62483,0.62733,0.65295,0.65539,0.67734,0.6798,0.70933,0.7121
68.7,68.7,0.57507,0.62602,0.6541,0.6785,0.7106,0.5735,0.57673,0.62472,0.62722,0.65282,0.65527,0.67721,0.67967,0.70919,0.71195
68.8,68.8,0.57498,0.6259,0.65397,0.67837,0.71045,0.57341,0.57664,0.62461,0.6271,0.65269,0.65514,0.67708,0.67953,0.70905,0.7118
68.9,68.9,0.57488,0.62579,0.65385,0.67823,0.71031,0.57333,0.57655,0.62451,0.62699,0.65258,0.65501,0.67694,0.67939,0.70891,0.71166
69,69,0.57479,0.62567,0.65372,0.6781,0.71016,0.57323,0.57646,0.62439,0.62687,0.65246,0.65489,0.6768,0.67925,0.70876,0.71151
69.1,69.1,0.57469,0.62556,0.6536,0.67796,0.71001,0.57313,0.57635,0.62428,0.62675,0.65234,0.65476,0.67667,0.67912,0.70861,0.71136
69.2,69.2,0.5746,0.62544,0.65347,0.67783,0.70986,0.57305,0.57626,0.62416,0.62663,0.65221,0.65464,0.67653,0.67898,0.70846,0.71121
69.3,69.3,0.5745,0.62533,0.65334,0.67769,0.70971,0.57297,0.57616,0.62405,0.62652,0.65208,0.65451,0.67639,0.67883,0.70831,0.71105
69.4,69.4,0.57441,0.62521,0.65322,0.67755,0.70955,0.57289,0.57606,0.62394,0.6264,0.65196,0.65438,0.67625,0.67869,0.70815,0.7109
69.5,69.5,0.57432,0.6251,0.65309,0.67741,0.7094,0.57279,0.57597,0.62381,0.62629,0.65183,0.65426,0.67611,0.67855,0.708,0.71074
69.6,69.6,0.57423,0.62498,0.65296,0.67727,0.70924,0.57272,0.57587,0.62369,0.62618,0.6517,0.65413,0.67597,0.67841,0.70784,0.71059
69.7,69.7,0.57414,0.62487,0.65283,0.67713,0.70909,0.57263,0.57578,0.62358,0.62606,0.65157,0.654,0.67583,0.67826,0.70769,0.71044
69.8,69.8,0.57405,0.62475,0.6527,0.67699,0.70893,0.57255,0.57568,0.62347,0.62595,0.65143,0.65387,0.67569,0.67812,0.70754,0.71028
69.9,69.9,0.57396,0.62464,0.65257,0.67684,0.70877,0.57245,0.57559,0.62336,0.62583,0.65131,0.65374,0.67554,0.67797,0.70739,0.71011
70,70,0.57387,0.62452,0.65244,0.6767,0.70861,0.57235,0.57551,0.62325,0.62571,0.65118,0.65361,0.6754,0.67783,0.70723,0.70995
70.1,70.1,0.57378,0.6244,0.65231,0.67655,0.70844,0.57227,0.57542,0.62315,0.62559,0.65105,0.65347,0.67526,0.67769,0.70707,0.70979
70.2,70.2,0.5737,0.62429,0.65218,0.67641,0.70828,0.57218,0.57532,0.62303,0.62549,0.65092,0.65333,0.67511,0.67755,0.7069,0.70961
70.3,70.3,0.57361,0.62417,0.65204,0.67626,0.70811,0.57207,0.57524,0.62291,0.62537,0.65079,0.65319,0.67497,0.6774,0.70674,0.70944
70.4,70.4,0.57352,0.62406,0.65191,0.67611,0.70795,0.57199,0.57515,0.62278,0.62526,0.65065,0.65304,0.67482,0.67725,0.70657,0.70928
70.5,70.5,0.57344,0.62394,0.65177,0.67596,0.70778,0.57192,0.57506,0.62268,0.62515,0.65052,0.65291,0.67468,0.6771,0.7064,0.7091
70.6,70.6,0.57335,0.62382,0.65164,0.67581,0.70761,0.57184,0.57499,0.62255,0.62504,0.65039,0.65278,0.67452,0.67695,0.70623,0.70893
70.7,70.7,0.57327,0.6237,0.65151,0.67566,0.70744,0.57174,0.5749,0.62244,0.62492,0.65026,0.65264,0.67437,0.6768,0.70608,0.70876
70.8,70.8,0.57319,0.62359,0.65137,0.67551,0.70726,0.57165,0.57482,0.62233,0.6248,0.65013,0.6525,0.67423,0.67665,0.70592,0.70858
70.9,70.9,0.5731,0.62347,0.65123,0.67536,0.70709,0.57155,0.57474,0.62223,0.62468,0.64999,0.65237,0.67409,0.6765,0.70574,0.70842
71,71,0.57302,0.62335,0.6511,0.6752,0.70691,0.57147,0.57466,0.6221,0.62457,0.64985,0.65224,0.67393,0.67635,0.70556,0.70824
71.1,71.1,0.57294,0.62324,0.65096,0.67505,0.70673,0.57139,0.57458,0.62197,0.62447,0.64971,0.6521,0.67377,0.67619,0.70538,0.70806
71.2,71.2,0.57286,0.62312,0.65082,0.67489,0.70656,0.5713,0.5745,0.62185,0.62435,0.64956,0.65197,0.67361,0.67604,0.70521,0.70787
71.3,71.3,0.57278,0.623,0.65068,0.67474,0.70637,0.57122,0.57441,0.62173,0.62424,0.64942,0.65183,0.67347,0.67588,0.70504,0.70768
71.4,71.4,0.5727,0.62288,0.65054,0.67458,0.70619,0.57114,0.57433,0.62161,0.62412,0.64929,0.65169,0.67331,0.67573,0.70486,0.7075
71.5,71.5,0.57262,0.62276,0.6504,0.67442,0.70601,0.57104,0.57425,0.6215,0.624,0.64916,0.65154,0.67316,0.67557,0.70468,0.70732
71.6,71.6,0.57254,0.62264,0.65026,0.67426,0.70582,0.57097,0.57417,0.62137,0.62388,0.64901,0.65141,0.673,0.6754,0.70449,0.70713
71.7,71.7,0.57247,0.62253,0.65012,0.6741,0.70564,0.57089,0.5741,0.62126,0.62376,0.64889,0.65128,0.67285,0.67524,0.7043,0.70694
71.8,71.8,0.57239,0.62241,0.64998,0.67394,0.70545,0.57081,0.57403,0.62113,0.62364,0.64873,0.65114,0.67269,0.67508,0.70411,0.70675
71.9,71.9,0.57231,0.62229,0.64984,0.67377,0.70526,0.57074,0.57395,0.621,0.62353,0.64859,0.65101,0.67255,0.67492,0.70393,0.70656
72,72,0.57224,0.62217,0.64969,0.67361,0.70507,0.57066,0.57388,0.62089,0.62341,0.64844,0.65086,0.67239,0.67476,0.70375,0.70637
72.1,72.1,0.57216,0.62205,0.64955,0.67345,0.70487,0.57058,0.57381,0.62076,0.62329,0.64829,0.65071,0.67222,0.67459,0.70355,0.70617
72.2,72.2,0.57209,0.62193,0.64941,0.67328,0.70468,0.57049,0.57373,0.62065,0.62319,0.64814,0.65056,0.67206,0.67442,0.70336,0.70598
72.3,72.3,0.57201,0.62181,0.64926,0.67311,0.70448,0.57041,0.57366,0.62054,0.62307,0.64799,0.65042,0.6719,0.67425,0.70317,0.70579
72.4,72.4,0.57194,0.62169,0.64911,0.67294,0.70429,0.57035,0.57358,0.62041,0.62296,0.64784,0.65028,0.67174,0.67409,0.70297,0.70559
72.5,72.5,0.57187,0.62157,0.64897,0.67278,0.70409,0.57027,0.5735,0.62028,0.62285,0.6477,0.65013,0.6716,0.67392,0.70278,0.70539
72.6,72.6,0.5718,0.62145,0.64882,0.67261,0.70389,0.57019,0.57343,0.62017,0.62273,0.64755,0.64999,0.67144,0.67375,0.70258,0.70519
72.7,72.7,0.57173,0.62133,0.64867,0.67243,0.70369,0.57013,0.57336,0.62004,0.62261,0.64741,0.64984,0.67128,0.67357,0.70237,0.70498
72.8,72.8,0.57166,0.62121,0.64853,0.67226,0.70348,0.57005,0.5733,0.61993,0.62249,0.64729,0.64969,0.67109,0.6734,0.70217,0.70478
72.9,72.9,0.57159,0.62109,0.64838,0.67209,0.70328,0.56998,0.57323,0.61982,0.62237,0.64713,0.64954,0.67092,0.67322,0.70196,0.70457
73,73,0.57152,0.62097,0.64823,0.67192,0.70307,0.56991,0.57317,0.61969,0.62225,0.64699,0.64939,0.67075,0.67305,0.70175,0.70436
