Age,Age_Showing,5th_centile,25th_centile,50th_centile,75th_centile,95th_centile,CI_low_5th,CI_high_5th,CI_low_25th,CI_high_25th,CI_low_50th,CI_high_50th,CI_low_75th,CI_high_75th,CI_low_95th,CI_high_95th
22.7,22.7,0.62591,0.66393,0.68489,0.7031,0.72705,0.62417,0.62769,0.66263,0.66511,0.68379,0.68596,0.70207,0.7041,0.72589,0.72828
22.8,22.8,0.62598,0.66397,0.68491,0.70311,0.72704,0.62424,0.62776,0.66267,0.66514,0.68381,0.68598,0.70207,0.70411,0.72587,0.72826
22.9,22.9,0.62605,0.66401,0.68493,0.70312,0.72703,0.6243,0.62782,0.66271,0.66518,0.68384,0.686,0.70207,0.70412,0.72585,0.72825
23,23,0.62612,0.66405,0.68495,0.70312,0.72702,0.62437,0.62788,0.66275,0.66523,0.68385,0.68601,0.70207,0.70411,0.72584,0.72823
23.1,23.1,0.62618,0.66408,0.68497,0.70313,0.72701,0.62444,0.62794,0.66279,0.66527,0.68387,0.68603,0.70208,0.70412,0.72582,0.72822
23.2,23.2,0.62624,0.66411,0.68499,0.70313,0.72699,0.62449,0.628,0.66283,0.6653,0.68388,0.68604,0.70209,0.70413,0.7258,0.7282
23.3,23.3,0.6263,0.66415,0.68501,0.70314,0.72698,0.62455,0.62805,0.66286,0.66533,0.68389,0.68605,0.70209,0.70414,0.72578,0.72819
23.4,23.4,0.62636,0.66418,0.68502,0.70314,0.72697,0.62461,0.62811,0.66289,0.66536,0.6839,0.68606,0.70209,0.70415,0.72578,0.72817
23.5,23.5,0.62641,0.6642,0.68504,0.70314,0.72695,0.62466,0.62817,0.66293,0.66538,0.68392,0.68608,0.70209,0.70415,0.72577,0.72816
23.6,23.6,0.62646,0.66423,0.68505,0.70314,0.72694,0.62472,0.62822,0.66296,0.66541,0.68393,0.68609,0.70209,0.70415,0.72574,0.72815
23.7,23.7,0.62651,0.66426,0.68506,0.70314,0.72692,0.62477,0.62827,0.66298,0.66543,0.68393,0.6861,0.70209,0.70415,0.72573,0.72814
23.8,23.8,0.62656,0.66428,0.68507,0.70314,0.7269,0.62482,0.62831,0.66301,0.66545,0.68394,0.68612,0.70208,0.70414,0.72572,0.72812
23.9,23.9,0.6266,0.6643,0.68508,0.70314,0.72689,0.62487,0.62835,0.66304,0.66547,0.68395,0.68613,0.70208,0.70414,0.72571,0.7281
24,24,0.62665,0.66432,0.68509,0.70313,0.72687,0.62491,0.62839,0.66305,0.66549,0.68397,0.68613,0.70208,0.70414,0.72568,0.72808
24.1,24.1,0.62669,0.66434,0.6851,0.70313,0.72685,0.62496,0.62842,0.66307,0.66551,0.68397,0.68612,0.70208,0.70414,0.72566,0.72805
24.2,24.2,0.62673,0.66436,0.6851,0.70313,0.72683,0.625,0.62845,0.66309,0.66553,0.68398,0.68613,0.70209,0.70414,0.72564,0.72803
24.3,24.3,0.62676,0.66437,0.68511,0.70312,0.72681,0.62504,0.62848,0.66311,0.66555,0.68398,0.68614,0.70209,0.70413,0.72563,0.72801
24.4,24.4,0.6268,0.66439,0.68511,0.70311,0.72679,0.62507,0.62852,0.66313,0.66556,0.68398,0.68614,0.70208,0.70412,0.72561,0.72799
24.5,24.5,0.62683,0.6644,0.68511,0.70311,0.72677,0.62511,0.62854,0.66314,0.66558,0.68398,0.68614,0.70207,0.70412,0.72559,0.72797
24.6,24.6,0.62686,0.66441,0.68511,0.7031,0.72675,0.62514,0.62856,0.66316,0.66559,0.68399,0.68615,0.70207,0.70412,0.72557,0.72794
24.7,24.7,0.62689,0.66442,0.68511,0.70309,0.72673,0.62517,0.62858,0.66318,0.6656,0.68399,0.68615,0.70207,0.70411,0.72556,0.72793
24.8,24.8,0.62692,0.66443,0.68511,0.70308,0.72671,0.6252,0.62859,0.66319,0.6656,0.68399,0.68614,0.70206,0.70409,0.72554,0.7279
24.9,24.9,0.62694,0.66444,0.68511,0.70307,0.72669,0.62522,0.62861,0.66321,0.66562,0.68399,0.68614,0.70204,0.70409,0.72552,0.72788
25,25,0.62696,0.66444,0.6851,0.70306,0.72667,0.62524,0.62864,0.66322,0.66563,0.684,0.68614,0.70203,0.70408,0.7255,0.72785
25.1,25.1,0.62699,0.66445,0.6851,0.70304,0.72665,0.62526,0.62866,0.66322,0.66564,0.68399,0.68613,0.70202,0.70406,0.72548,0.72782
25.2,25.2,0.627,0.66445,0.68509,0.70303,0.72662,0.62527,0.62869,0.66322,0.66564,0.68399,0.68613,0.702,0.70403,0.72547,0.7278
25.3,25.3,0.62702,0.66445,0.68509,0.70302,0.7266,0.62529,0.6287,0.66323,0.66564,0.68399,0.68612,0.70199,0.70402,0.72545,0.72777
25.4,25.4,0.62703,0.66445,0.68508,0.703,0.72657,0.62531,0.6287,0.66324,0.66564,0.68399,0.68611,0.70197,0.704,0.72543,0.72774
25.5,25.5,0.62705,0.66445,0.68507,0.70299,0.72655,0.62533,0.6287,0.66324,0.66564,0.68398,0.68611,0.70196,0.70398,0.72541,0.72772
25.6,25.6,0.62706,0.66445,0.68506,0.70297,0.72652,0.62534,0.62871,0.66324,0.66564,0.68397,0.6861,0.70194,0.70397,0.72539,0.7277
25.7,25.7,0.62707,0.66444,0.68505,0.70295,0.7265,0.62536,0.62872,0.66323,0.66562,0.68396,0.68609,0.70192,0.70395,0.72536,0.72768
25.8,25.8,0.62707,0.66444,0.68504,0.70293,0.72647,0.62537,0.62872,0.66321,0.66563,0.68395,0.68608,0.7019,0.70393,0.72533,0.72765
25.9,25.9,0.62708,0.66443,0.68502,0.70291,0.72645,0.62538,0.62873,0.6632,0.66563,0.68394,0.68606,0.70189,0.70391,0.72531,0.72762
26,26,0.62708,0.66442,0.68501,0.70289,0.72642,0.62539,0.62874,0.66319,0.66561,0.68392,0.68605,0.70187,0.70389,0.72528,0.72759
26.1,26.1,0.62708,0.66441,0.68499,0.70287,0.72639,0.62539,0.62874,0.66318,0.6656,0.68391,0.68603,0.70185,0.70387,0.72526,0.72757
26.2,26.2,0.62708,0.6644,0.68498,0.70285,0.72637,0.62538,0.62873,0.66318,0.66559,0.68389,0.68602,0.70184,0.70385,0.72523,0.72754
26.3,26.3,0.62708,0.66439,0.68496,0.70283,0.72634,0.62538,0.62872,0.66318,0.66558,0.68386,0.686,0.70182,0.70382,0.72521,0.72751
26.4,26.4,0.62707,0.66438,0.68494,0.70281,0.72631,0.62538,0.62872,0.66317,0.66556,0.68384,0.68598,0.7018,0.7038,0.72519,0.72748
26.5,26.5,0.62707,0.66436,0.68492,0.70278,0.72628,0.62537,0.62872,0.66316,0.66555,0.68383,0.68595,0.70177,0.70378,0.72516,0.72745
26.6,26.6,0.62706,0.66435,0.6849,0.70276,0.72625,0.62536,0.62872,0.66314,0.66553,0.68381,0.68594,0.70175,0.70376,0.72513,0.72741
26.7,26.7,0.62705,0.66433,0.68488,0.70274,0.72622,0.62536,0.62871,0.66313,0.66551,0.68379,0.68591,0.70172,0.70374,0.72511,0.72738
26.8,26.8,0.62704,0.66431,0.68486,0.70271,0.72619,0.62536,0.6287,0.66311,0.66549,0.68377,0.68589,0.7017,0.70371,0.72508,0.72736
26.9,26.9,0.62703,0.66429,0.68483,0.70268,0.72616,0.62535,0.62868,0.6631,0.66547,0.68375,0.68586,0.70167,0.70369,0.72505,0.72731
27,27,0.62701,0.66427,0.68481,0.70266,0.72613,0.62534,0.62865,0.66308,0.66545,0.68373,0.68584,0.70166,0.70367,0.72502,0.72728
27.1,27.1,0.62699,0.66425,0.68479,0.70263,0.7261,0.62531,0.62865,0.66306,0.66543,0.6837,0.6858,0.70163,0.70364,0.725,0.72726
27.2,27.2,0.62698,0.66423,0.68476,0.7026,0.72607,0.62528,0.62862,0.66303,0.66541,0.68368,0.68578,0.70161,0.7036,0.72496,0.72723
27.3,27.3,0.62695,0.6642,0.68473,0.70257,0.72604,0.62526,0.62859,0.66301,0.66538,0.68366,0.68575,0.70158,0.70357,0.72493,0.72721
27.4,27.4,0.62693,0.66418,0.6847,0.70254,0.72601,0.62524,0.62855,0.66299,0.66536,0.68363,0.68572,0.70155,0.70354,0.72489,0.72718
27.5,27.5,0.62691,0.66415,0.68468,0.70251,0.72597,0.62522,0.62851,0.66295,0.66533,0.68361,0.68569,0.70152,0.70352,0.72485,0.72715
27.6,27.6,0.62688,0.66412,0.68465,0.70248,0.72594,0.62519,0.62849,0.66292,0.66531,0.68358,0.68566,0.70149,0.70349,0.72482,0.72712
27.7,27.7,0.62686,0.66409,0.68462,0.70245,0.72591,0.62517,0.62846,0.66289,0.66528,0.68356,0.68563,0.70146,0.70346,0.72479,0.72708
27.8,27.8,0.62683,0.66406,0.68458,0.70242,0.72587,0.62514,0.62843,0.66285,0.66525,0.68353,0.6856,0.70142,0.70343,0.72475,0.72704
27.9,27.9,0.6268,0.66403,0.68455,0.70239,0.72584,0.62511,0.6284,0.66282,0.66521,0.6835,0.68557,0.70138,0.70339,0.72472,0.72701
28,28,0.62677,0.664,0.68452,0.70235,0.72581,0.62507,0.62837,0.66279,0.66518,0.68346,0.68553,0.70136,0.70335,0.72468,0.72697
28.1,28.1,0.62673,0.66396,0.68449,0.70232,0.72577,0.62504,0.62833,0.66275,0.66514,0.68343,0.68549,0.70133,0.70331,0.72465,0.72693
28.2,28.2,0.6267,0.66393,0.68445,0.70228,0.72574,0.62501,0.62829,0.66271,0.66511,0.68339,0.68546,0.7013,0.70329,0.72461,0.72689
28.3,28.3,0.62666,0.66389,0.68442,0.70225,0.7257,0.62498,0.62825,0.66268,0.66507,0.68335,0.68542,0.70126,0.70325,0.72458,0.72685
28.4,28.4,0.62662,0.66386,0.68438,0.70221,0.72567,0.62495,0.6282,0.66265,0.66503,0.68332,0.68539,0.70122,0.70322,0.72455,0.7268
28.5,28.5,0.62658,0.66382,0.68434,0.70218,0.72563,0.62492,0.62816,0.66262,0.66499,0.68328,0.68535,0.70118,0.70318,0.72452,0.72676
28.6,28.6,0.62654,0.66378,0.6843,0.70214,0.7256,0.62489,0.62811,0.66258,0.66495,0.68324,0.68531,0.70114,0.70314,0.72448,0.72672
28.7,28.7,0.6265,0.66374,0.68427,0.7021,0.72556,0.62485,0.62806,0.66255,0.66491,0.6832,0.68528,0.70111,0.70311,0.72445,0.72668
28.8,28.8,0.62646,0.6637,0.68423,0.70206,0.72553,0.62482,0.62801,0.66251,0.66486,0.68316,0.68523,0.70108,0.70307,0.72441,0.72665
28.9,28.9,0.62641,0.66365,0.68419,0.70203,0.72549,0.62478,0.62796,0.66246,0.66482,0.68312,0.68519,0.70104,0.70304,0.72438,0.72662
29,29,0.62636,0.66361,0.68414,0.70199,0.72545,0.62474,0.62792,0.66242,0.66477,0.68308,0.68515,0.70101,0.703,0.72435,0.72658
29.1,29.1,0.62631,0.66357,0.6841,0.70195,0.72542,0.6247,0.62786,0.66238,0.66473,0.68303,0.68511,0.70098,0.70297,0.72432,0.72654
29.2,29.2,0.62626,0.66352,0.68406,0.70191,0.72538,0.62466,0.6278,0.66233,0.66468,0.68299,0.68507,0.70094,0.70294,0.72429,0.7265
29.3,29.3,0.62621,0.66348,0.68402,0.70187,0.72534,0.6246,0.62774,0.66228,0.66464,0.68295,0.68503,0.70091,0.7029,0.72426,0.72647
29.4,29.4,0.62616,0.66343,0.68397,0.70183,0.72531,0.62455,0.62768,0.66223,0.66459,0.68291,0.68499,0.70086,0.70286,0.72422,0.72643
29.5,29.5,0.6261,0.66338,0.68393,0.70178,0.72527,0.62451,0.62763,0.66218,0.66454,0.68287,0.68495,0.70082,0.70281,0.72419,0.72639
29.6,29.6,0.62605,0.66333,0.68388,0.70174,0.72523,0.62446,0.62758,0.66212,0.66449,0.68282,0.68491,0.70078,0.70277,0.72416,0.72635
29.7,29.7,0.62599,0.66328,0.68384,0.7017,0.72519,0.6244,0.62752,0.66207,0.66443,0.68277,0.68487,0.70074,0.70274,0.72412,0.72631
29.8,29.8,0.62593,0.66323,0.68379,0.70166,0.72515,0.62434,0.62746,0.66202,0.66438,0.68272,0.68482,0.70069,0.7027,0.72409,0.72627
29.9,29.9,0.62587,0.66318,0.68374,0.70161,0.72512,0.62429,0.6274,0.66197,0.66433,0.68267,0.68477,0.70065,0.70265,0.72406,0.72623
30,30,0.62581,0.66313,0.6837,0.70157,0.72508,0.62424,0.62734,0.66192,0.66428,0.68262,0.68473,0.7006,0.70261,0.72402,0.72618
30.1,30.1,0.62575,0.66307,0.68365,0.70152,0.72504,0.62418,0.62729,0.66187,0.66422,0.68257,0.68469,0.70055,0.70257,0.72399,0.72615
30.2,30.2,0.62568,0.66302,0.6836,0.70148,0.725,0.62412,0.62723,0.66181,0.66417,0.68252,0.68464,0.70051,0.70252,0.72396,0.72611
30.3,30.3,0.62562,0.66296,0.68355,0.70143,0.72496,0.62405,0.62716,0.66175,0.66412,0.68247,0.68458,0.70046,0.70247,0.72392,0.72608
30.4,30.4,0.62555,0.66291,0.6835,0.70139,0.72492,0.62399,0.62709,0.66169,0.66406,0.68242,0.68453,0.70041,0.70242,0.72388,0.72605
30.5,30.5,0.62548,0.66285,0.68344,0.70134,0.72488,0.62392,0.62701,0.66163,0.66402,0.68236,0.68447,0.70036,0.70237,0.72385,0.726
30.6,30.6,0.62541,0.66279,0.68339,0.7013,0.72484,0.62384,0.62694,0.66157,0.66397,0.68231,0.68442,0.70031,0.70232,0.72381,0.72597
30.7,30.7,0.62534,0.66273,0.68334,0.70125,0.7248,0.62377,0.62688,0.6615,0.6639,0.68225,0.68436,0.70026,0.70227,0.72376,0.72593
30.8,30.8,0.62527,0.66267,0.68329,0.7012,0.72476,0.62372,0.62682,0.66145,0.66384,0.6822,0.68431,0.70021,0.70223,0.72372,0.7259
30.9,30.9,0.6252,0.66261,0.68323,0.70115,0.72472,0.62364,0.62674,0.66139,0.66377,0.68214,0.68426,0.70016,0.70219,0.72368,0.72586
31,31,0.62512,0.66255,0.68318,0.70111,0.72468,0.62357,0.62666,0.66133,0.66371,0.68209,0.6842,0.70012,0.70213,0.72365,0.72582
31.1,31.1,0.62505,0.66249,0.68312,0.70106,0.72464,0.62349,0.62658,0.66127,0.66365,0.68204,0.68416,0.70007,0.70209,0.72362,0.72578
31.2,31.2,0.62497,0.66242,0.68307,0.70101,0.7246,0.6234,0.62649,0.66121,0.66359,0.68199,0.68411,0.70002,0.70204,0.72358,0.72574
31.3,31.3,0.62489,0.66236,0.68301,0.70096,0.72456,0.62331,0.62641,0.66115,0.66352,0.68194,0.68405,0.69997,0.70199,0.72353,0.72569
31.4,31.4,0.62481,0.6623,0.68296,0.70091,0.72452,0.62322,0.62632,0.66109,0.66345,0.68188,0.68399,0.69991,0.70195,0.72348,0.72565
31.5,31.5,0.62473,0.66223,0.6829,0.70086,0.72448,0.62314,0.62624,0.66103,0.66338,0.68182,0.68394,0.69986,0.7019,0.72344,0.7256
31.6,31.6,0.62465,0.66216,0.68284,0.70081,0.72444,0.62307,0.62616,0.66095,0.66332,0.68177,0.68389,0.69982,0.70185,0.7234,0.72556
31.7,31.7,0.62457,0.6621,0.68278,0.70076,0.7244,0.623,0.62609,0.66089,0.66325,0.68172,0.68383,0.69978,0.7018,0.72336,0.72553
31.8,31.8,0.62448,0.66203,0.68272,0.70071,0.72436,0.62292,0.62601,0.66083,0.66318,0.68166,0.68378,0.69973,0.70175,0.72333,0.72549
31.9,31.9,0.6244,0.66196,0.68267,0.70066,0.72432,0.62284,0.62592,0.66075,0.66311,0.68161,0.68372,0.69967,0.7017,0.72329,0.72545
32,32,0.62431,0.66189,0.68261,0.70061,0.72428,0.62275,0.62584,0.66067,0.66305,0.68155,0.68366,0.69962,0.70165,0.72325,0.7254
32.1,32.1,0.62423,0.66182,0.68255,0.70055,0.72424,0.62266,0.62575,0.66061,0.66298,0.68148,0.68361,0.69956,0.7016,0.72321,0.72536
32.2,32.2,0.62414,0.66175,0.68249,0.7005,0.7242,0.62257,0.62567,0.66054,0.66291,0.68142,0.68355,0.69951,0.70155,0.72317,0.72532
32.3,32.3,0.62405,0.66168,0.68242,0.70045,0.72416,0.62248,0.62558,0.66047,0.66285,0.68136,0.68349,0.69945,0.70151,0.72314,0.72528
32.4,32.4,0.62396,0.66161,0.68236,0.7004,0.72412,0.62239,0.62549,0.66041,0.66278,0.6813,0.68343,0.69941,0.70146,0.72309,0.72525
32.5,32.5,0.62387,0.66154,0.6823,0.70034,0.72408,0.6223,0.6254,0.66033,0.66271,0.68125,0.68337,0.69936,0.70141,0.72306,0.72521
32.6,32.6,0.62377,0.66146,0.68224,0.70029,0.72404,0.62221,0.62532,0.66026,0.66263,0.68119,0.68331,0.6993,0.70137,0.72301,0.72518
32.7,32.7,0.62368,0.66139,0.68218,0.70024,0.72399,0.62212,0.62522,0.66018,0.66256,0.68112,0.68325,0.69925,0.70132,0.72297,0.72515
32.8,32.8,0.62359,0.66131,0.68211,0.70018,0.72395,0.62202,0.62513,0.66011,0.66249,0.68105,0.68319,0.69919,0.70127,0.72293,0.7251
32.9,32.9,0.62349,0.66124,0.68205,0.70013,0.72391,0.62193,0.62503,0.66003,0.66242,0.68098,0.68312,0.69913,0.70121,0.72289,0.72506
33,33,0.62339,0.66116,0.68198,0.70008,0.72387,0.62184,0.62493,0.65995,0.66234,0.68092,0.68306,0.69908,0.70116,0.72284,0.72501
33.1,33.1,0.6233,0.66109,0.68192,0.70002,0.72383,0.62174,0.62484,0.65988,0.66227,0.68086,0.683,0.69902,0.7011,0.72279,0.72497
33.2,33.2,0.6232,0.66101,0.68186,0.69997,0.72379,0.62164,0.62473,0.6598,0.66219,0.68079,0.68295,0.69896,0.70104,0.72274,0.72493
33.3,33.3,0.6231,0.66093,0.68179,0.69991,0.72375,0.62155,0.62462,0.65972,0.66212,0.68073,0.68289,0.6989,0.70099,0.72271,0.72489
33.4,33.4,0.623,0.66086,0.68172,0.69986,0.72371,0.62145,0.62451,0.65965,0.66204,0.68067,0.68283,0.69885,0.70094,0.72267,0.72486
33.5,33.5,0.6229,0.66078,0.68166,0.6998,0.72367,0.62135,0.62442,0.65957,0.66197,0.6806,0.68276,0.69881,0.70088,0.72263,0.72482
33.6,33.6,0.62279,0.6607,0.68159,0.69975,0.72363,0.62125,0.62432,0.65949,0.66189,0.68054,0.6827,0.69875,0.70083,0.72259,0.72478
33.7,33.7,0.62269,0.66062,0.68153,0.69969,0.72359,0.62114,0.62422,0.65942,0.66181,0.68047,0.68263,0.69869,0.70077,0.72255,0.72474
33.8,33.8,0.62259,0.66054,0.68146,0.69964,0.72355,0.62104,0.62411,0.65934,0.66172,0.68041,0.68256,0.69864,0.70072,0.72251,0.7247
33.9,33.9,0.62248,0.66046,0.68139,0.69958,0.72351,0.62093,0.624,0.65926,0.66164,0.68033,0.68249,0.69859,0.70066,0.72247,0.72466
34,34,0.62237,0.66038,0.68132,0.69953,0.72347,0.62083,0.62389,0.65917,0.66156,0.68026,0.68242,0.69854,0.7006,0.72243,0.72462
34.1,34.1,0.62227,0.66029,0.68126,0.69947,0.72343,0.62073,0.62379,0.65909,0.66149,0.6802,0.68235,0.69848,0.70055,0.72239,0.72458
34.2,34.2,0.62216,0.66021,0.68119,0.69941,0.72339,0.62062,0.62367,0.659,0.66141,0.68013,0.68228,0.69843,0.7005,0.72234,0.72454
34.3,34.3,0.62205,0.66013,0.68112,0.69936,0.72335,0.62051,0.62356,0.65891,0.66132,0.68007,0.68222,0.69837,0.70044,0.72228,0.72451
34.4,34.4,0.62194,0.66005,0.68105,0.6993,0.72331,0.6204,0.62346,0.65883,0.66124,0.68,0.68215,0.69831,0.70038,0.72224,0.72446
34.5,34.5,0.62183,0.65996,0.68098,0.69925,0.72327,0.62028,0.62335,0.65874,0.66115,0.67994,0.68207,0.69825,0.70033,0.7222,0.72442
34.6,34.6,0.62172,0.65988,0.68091,0.69919,0.72323,0.62018,0.62323,0.65865,0.66107,0.67987,0.682,0.6982,0.70027,0.72216,0.72438
34.7,34.7,0.62161,0.65979,0.68084,0.69913,0.72319,0.62007,0.62312,0.65857,0.66098,0.6798,0.68194,0.69814,0.70022,0.72211,0.72435
34.8,34.8,0.6215,0.65971,0.68077,0.69908,0.72315,0.61995,0.62301,0.65848,0.66091,0.67972,0.68187,0.69808,0.70015,0.72207,0.72431
34.9,34.9,0.62138,0.65962,0.6807,0.69902,0.72311,0.61984,0.6229,0.6584,0.66082,0.67965,0.68181,0.69803,0.70009,0.72203,0.72427
35,35,0.62127,0.65954,0.68063,0.69896,0.72307,0.61972,0.62278,0.65831,0.66073,0.67958,0.68174,0.69797,0.70003,0.722,0.72423
35.1,35.1,0.62115,0.65945,0.68056,0.69891,0.72303,0.61961,0.62267,0.65822,0.66065,0.67952,0.68167,0.69791,0.69997,0.72196,0.7242
35.2,35.2,0.62104,0.65937,0.68049,0.69885,0.72299,0.61949,0.62256,0.65813,0.66056,0.67945,0.6816,0.69785,0.69991,0.72192,0.72416
35.3,35.3,0.62092,0.65928,0.68042,0.69879,0.72296,0.61938,0.62244,0.65804,0.66047,0.67938,0.68153,0.69779,0.69985,0.72188,0.72413
35.4,35.4,0.62081,0.65919,0.68035,0.69874,0.72292,0.61926,0.62232,0.65796,0.66039,0.67931,0.68146,0.69774,0.69979,0.72184,0.72409
35.5,35.5,0.62069,0.6591,0.68028,0.69868,0.72288,0.61914,0.6222,0.65787,0.6603,0.67924,0.68139,0.69768,0.69973,0.7218,0.72406
35.6,35.6,0.62057,0.65901,0.68021,0.69862,0.72284,0.61902,0.62208,0.65779,0.66022,0.67916,0.68132,0.69762,0.69968,0.72176,0.72403
35.7,35.7,0.62045,0.65893,0.68014,0.69856,0.7228,0.6189,0.62197,0.6577,0.66013,0.67908,0.68125,0.69756,0.69963,0.72172,0.72399
35.8,35.8,0.62033,0.65884,0.68006,0.69851,0.72277,0.61879,0.62184,0.65761,0.66004,0.67902,0.68118,0.69751,0.69958,0.72168,0.72396
35.9,35.9,0.62021,0.65875,0.67999,0.69845,0.72273,0.61867,0.62173,0.65752,0.65994,0.67894,0.68112,0.69744,0.69953,0.72164,0.72393
36,36,0.62009,0.65866,0.67992,0.69839,0.72269,0.61855,0.62161,0.65743,0.65986,0.67886,0.68105,0.69738,0.69948,0.7216,0.7239
36.1,36.1,0.61997,0.65857,0.67985,0.69834,0.72266,0.61843,0.6215,0.65734,0.65977,0.67878,0.68098,0.69732,0.69942,0.72156,0.72386
36.2,36.2,0.61985,0.65848,0.67978,0.69828,0.72262,0.61832,0.62138,0.65725,0.65968,0.6787,0.6809,0.69726,0.69938,0.72152,0.72383
36.3,36.3,0.61972,0.65839,0.6797,0.69822,0.72258,0.6182,0.62127,0.65716,0.65959,0.67862,0.68083,0.6972,0.69933,0.72149,0.7238
36.4,36.4,0.6196,0.6583,0.67963,0.69817,0.72255,0.61807,0.62115,0.65707,0.6595,0.67855,0.68076,0.69714,0.69927,0.72145,0.72376
36.5,36.5,0.61948,0.65821,0.67956,0.69811,0.72251,0.61794,0.62103,0.65698,0.65941,0.67847,0.68069,0.69707,0.69921,0.72141,0.72372
36.6,36.6,0.61935,0.65812,0.67949,0.69805,0.72248,0.61781,0.62091,0.65689,0.65931,0.67839,0.68062,0.69701,0.69915,0.72137,0.72368
36.7,36.7,0.61923,0.65803,0.67941,0.698,0.72244,0.61768,0.62078,0.6568,0.65922,0.67832,0.68054,0.69695,0.69909,0.72134,0.72364
36.8,36.8,0.6191,0.65793,0.67934,0.69794,0.72241,0.61755,0.62066,0.6567,0.65913,0.67824,0.68047,0.69689,0.69904,0.7213,0.72361
36.9,36.9,0.61897,0.65784,0.67927,0.69788,0.72237,0.61742,0.62053,0.65661,0.65904,0.67816,0.6804,0.69683,0.69898,0.72126,0.72357
37,37,0.61885,0.65775,0.67919,0.69783,0.72234,0.61729,0.62041,0.65653,0.65894,0.6781,0.68033,0.69677,0.69893,0.72122,0.72353
37.1,37.1,0.61872,0.65766,0.67912,0.69777,0.7223,0.61717,0.62029,0.65644,0.65885,0.67804,0.68026,0.69672,0.69886,0.72119,0.72349
37.2,37.2,0.61859,0.65757,0.67905,0.69772,0.72227,0.61705,0.62016,0.65635,0.65876,0.67797,0.68018,0.69666,0.69881,0.72115,0.72346
37.3,37.3,0.61846,0.65747,0.67898,0.69766,0.72224,0.61693,0.62003,0.65625,0.65867,0.67789,0.68011,0.6966,0.69876,0.72111,0.72344
37.4,37.4,0.61834,0.65738,0.6789,0.6976,0.7222,0.6168,0.6199,0.65615,0.65858,0.67782,0.68004,0.69653,0.69871,0.72107,0.72341
37.5,37.5,0.61821,0.65729,0.67883,0.69755,0.72217,0.61666,0.61977,0.65606,0.65849,0.67774,0.67997,0.69647,0.69866,0.72105,0.72337
37.6,37.6,0.61808,0.65719,0.67876,0.69749,0.72214,0.61653,0.61964,0.65597,0.65841,0.67766,0.67989,0.69641,0.6986,0.721,0.72334
37.7,37.7,0.61795,0.6571,0.67868,0.69744,0.7221,0.61639,0.61951,0.65588,0.65832,0.67759,0.67982,0.69635,0.69855,0.72096,0.7233
37.8,37.8,0.61782,0.65701,0.67861,0.69738,0.72207,0.61626,0.61937,0.65579,0.65823,0.67751,0.67975,0.69629,0.69849,0.72093,0.72327
37.9,37.9,0.61769,0.65691,0.67854,0.69733,0.72204,0.61612,0.61924,0.6557,0.65813,0.67744,0.67969,0.69624,0.69844,0.7209,0.72324
38,38,0.61755,0.65682,0.67847,0.69727,0.72201,0.61599,0.6191,0.65561,0.65803,0.67736,0.67962,0.69619,0.69838,0.72087,0.72321
38.1,38.1,0.61742,0.65673,0.67839,0.69722,0.72198,0.61585,0.61897,0.65551,0.65794,0.67729,0.67955,0.69613,0.69833,0.72084,0.72318
38.2,38.2,0.61729,0.65663,0.67832,0.69716,0.72195,0.61573,0.61883,0.65541,0.65785,0.67721,0.67947,0.69608,0.69828,0.72081,0.72315
38.3,38.3,0.61716,0.65654,0.67825,0.69711,0.72192,0.61559,0.6187,0.65532,0.65776,0.67714,0.6794,0.69602,0.69823,0.72078,0.72312
38.4,38.4,0.61703,0.65645,0.67817,0.69706,0.72189,0.61544,0.61856,0.65523,0.65766,0.67706,0.67933,0.69597,0.69818,0.72074,0.72309
38.5,38.5,0.61689,0.65635,0.6781,0.697,0.72186,0.6153,0.61843,0.65513,0.65757,0.67699,0.67926,0.69591,0.69813,0.72071,0.72306
38.6,38.6,0.61676,0.65626,0.67803,0.69695,0.72183,0.61516,0.61829,0.65504,0.65747,0.67692,0.67919,0.69585,0.69808,0.72069,0.72303
38.7,38.7,0.61663,0.65616,0.67796,0.6969,0.7218,0.61502,0.61816,0.65495,0.65738,0.67684,0.67912,0.6958,0.69803,0.72066,0.72301
38.8,38.8,0.61649,0.65607,0.67789,0.69684,0.72178,0.61488,0.61802,0.65486,0.65729,0.67677,0.67904,0.69574,0.69798,0.72062,0.72298
38.9,38.9,0.61636,0.65598,0.67781,0.69679,0.72175,0.61474,0.61788,0.65476,0.65719,0.6767,0.67897,0.69568,0.69793,0.72059,0.72295
39,39,0.61622,0.65588,0.67774,0.69674,0.72172,0.6146,0.61775,0.65467,0.6571,0.67662,0.6789,0.69563,0.69788,0.72056,0.72293
39.1,39.1,0.61609,0.65579,0.67767,0.69669,0.7217,0.61447,0.61761,0.65458,0.65701,0.67655,0.67883,0.69558,0.69783,0.72054,0.7229
39.2,39.2,0.61595,0.65569,0.6776,0.69663,0.72167,0.61433,0.61748,0.65449,0.65691,0.67647,0.67876,0.69552,0.69778,0.7205,0.72287
39.3,39.3,0.61582,0.6556,0.67753,0.69658,0.72164,0.6142,0.61734,0.6544,0.65682,0.6764,0.67869,0.69547,0.69773,0.72047,0.72286
39.4,39.4,0.61568,0.6555,0.67746,0.69653,0.72162,0.61406,0.6172,0.65431,0.65673,0.67633,0.67861,0.69541,0.69768,0.72044,0.72283
